"Query","Entrez","Symbol","Name","Comment"
"Fzd2","57265","Fzd2","frizzled homolog 2 (Drosophila)","1"
"Pomc","18976","Pomc","pro-opiomelanocortin-alpha","1"
"Fam110b","242297","Fam110b","family with sequence similarity 110, member B","1"
"Ppp1r3d","228966","Ppp1r3d","protein phosphatase 1, regulatory subunit 3D","1"
"P2ry14","140795","P2ry14","purinergic receptor P2Y, G-protein coupled, 14","1"
"Gm8186","666609","Gm8186","small nuclear ribonucleoprotein polypeptide G pseudogene","1"
"Ptprc","19264","Ptprc","protein tyrosine phosphatase, receptor type, C","1"
"Znhit2","NA","NA","NA","0"
"Cyth4","72318","Cyth4","cytohesin 4","1"
"Igf2","16002","Igf2","insulin-like growth factor 2","1"
"Mns1","17427","Mns1","meiosis-specific nuclear structural protein 1","1"
"Clip4","78785","Clip4","CAP-GLY domain containing linker protein family, member 4","1"
"Nagk","56174","Nagk","N-acetylglucosamine kinase","1"
"Ap5b1","NA","NA","NA","0"
"Tmem132a","98170","Tmem132a","transmembrane protein 132A","1"
"Ccdc115","69668","Ccdc115","coiled-coil domain containing 115","1"
"Dok1","13448","Dok1","docking protein 1","1"
"Pqlc1","66943","Pqlc1","PQ loop repeat containing 1","1"
"Pitx3","18742","Pitx3","paired-like homeodomain transcription factor 3","1"
"Ak7","78801","Ak7","adenylate kinase 7","1"
"B9d2","232987","B9d2","B9 protein domain 2","1"
"Tmem192","73067","Tmem192","transmembrane protein 192","1"
"S100a13","20196","S100a13","S100 calcium binding protein A13","1"
"Elof1","66126","Elof1","elongation factor 1 homolog (ELF1, S. cerevisiae)","1"
"Fam26f","215900","Fam26f","family with sequence similarity 26, member F","1"
"Klra2","16633","Klra2","killer cell lectin-like receptor, subfamily A, member 2","1"
"Rab40b","217371","Rab40b","Rab40b, member RAS oncogene family","1"
"Esr1","13982","Esr1","estrogen receptor 1 (alpha)","1"
"Cd37","12493","Cd37","CD37 antigen","1"
"Gm11273","100040340","Gm11273","cytochrome c oxidase, subunit Vb pseudogene","1"
"Abcg1","11307","Abcg1","ATP-binding cassette, sub-family G (WHITE), member 1","1"
"Cdk14","18647","Cdk14","cyclin-dependent kinase 14","1"
"Id4","15904","Id4","inhibitor of DNA binding 4","1"
"1190005I06Rik","68918","1190005I06Rik","RIKEN cDNA 1190005I06 gene","1"
"Ncmap","NA","NA","NA","0"
"Kcnrg","328424","Kcnrg","potassium channel regulator","1"
"D630003M21Rik","228846","D630003M21Rik","RIKEN cDNA D630003M21 gene","1"
"Cd6","12511","Cd6","CD6 antigen","1"
"Ccl5","20304","Ccl5","chemokine (C-C motif) ligand 5","1"
"Cox17","12856","Cox17","cytochrome c oxidase, subunit XVII assembly protein homolog (yeast)","1"
"Cd300lb","217304","Cd300lb","CD300 antigen like family member B","1"
"Cgrrf1","68755","Cgrrf1","cell growth regulator with ring finger domain 1","1"
"Rasa4","54153","Rasa4","RAS p21 protein activator 4","1"
"Sh3gl2","20404","Sh3gl2","SH3-domain GRB2-like 2","1"
"Gprc5d","93746","Gprc5d","G protein-coupled receptor, family C, group 5, member D","1"
"Map3k19","NA","NA","NA","0"
"Dll4","54485","Dll4","delta-like 4 (Drosophila)","1"
"Kcna2","16490","Kcna2","potassium voltage-gated channel, shaker-related subfamily, member 2","1"
"Nr2c2ap","75692","Nr2c2ap","nuclear receptor 2C2-associated protein","1"
"Plekho2","102595","Plekho2","pleckstrin homology domain containing, family O member 2","1"
"Pop5","117109","Pop5","processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)","1"
"Abcc4","239273","Abcc4","ATP-binding cassette, sub-family C (CFTR/MRP), member 4","1"
"Cd68","12514","Cd68","CD68 antigen","1"
"Aph1c","68318","Aph1c","anterior pharynx defective 1c homolog (C. elegans)","1"
"Zeb2","24136","Zeb2","zinc finger E-box binding homeobox 2","1"
"2200002D01Rik","72275","2200002D01Rik","RIKEN cDNA 2200002D01 gene","1"
"BC025920","268319","BC025920","zinc finger protein pseudogene","1"
"Cabp7","192650","Cabp7","calcium binding protein 7","1"
"Srprb","20818","Srprb","signal recognition particle receptor, B subunit","1"
"Enah","13800","Enah","enabled homolog (Drosophila)","1"
"Nt5dc2","70021","Nt5dc2","5'-nucleotidase domain containing 2","1"
"Cbx6","494448","Cbx6","chromobox homolog 6","1"
"Nip7","66164","Nip7","nuclear import 7 homolog (S. cerevisiae)","1"
"Aldoart1","353204","Aldoart1","aldolase 1 A retrogene 1","1"
"Gm8369","666926","Gm8369","predicted gene 8369","1"
"AU021092","239691","AU021092","expressed sequence AU021092","1"
"Fam212a","NA","NA","NA","0"
"Pard6g","93737","Pard6g","par-6 partitioning defective 6 homolog gamma (C. elegans)","1"
"Tfec","21426","Tfec","transcription factor EC","1"
"P4htm","74443","P4htm","prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)","1"
"Dbf4","27214","Dbf4","DBF4 homolog (S. cerevisiae)","1"
"Nek6","59126","Nek6","NIMA (never in mitosis gene a)-related expressed kinase 6","1"
"Cdnf","227526","Cdnf","cerebral dopamine neurotrophic factor","1"
"Scara3","219151","Scara3","scavenger receptor class A, member 3","1"
"Uqcc3","NA","NA","NA","0"
"S100a9","20202","S100a9","S100 calcium binding protein A9 (calgranulin B)","1"
"Gas6","14456","Gas6","growth arrest specific 6","1"
"Nt5c","50773","Nt5c","5',3'-nucleotidase, cytosolic","1"
"Tube1","71924","Tube1","epsilon-tubulin 1","1"
"Il4i1","14204","Il4i1","interleukin 4 induced 1","1"
"Aldh1a2","19378","Aldh1a2","aldehyde dehydrogenase family 1, subfamily A2","1"
"Mfap4","76293","Mfap4","microfibrillar-associated protein 4","1"
"Cldn3","12739","Cldn3","claudin 3","1"
"Bst2","69550","Bst2","bone marrow stromal cell antigen 2","1"
"Sirpa","19261","Sirpa","signal-regulatory protein alpha","1"
"Inhba","16323","Inhba","inhibin beta-A","1"
"Them5","66198","Them5","thioesterase superfamily member 5","1"
"Itpk1","217837","Itpk1","inositol 1,3,4-triphosphate 5/6 kinase","1"
"Marcksl1","17357","Marcksl1","MARCKS-like 1","1"
"Nutf2","68051","Nutf2","nuclear transport factor 2","1"
"Ifitm10","NA","NA","NA","0"
"1810024B03Rik","329509","1810024B03Rik","RIKEN cDNA 1810024B03 gene","1"
"Taf1d","75316","Taf1d","TATA box binding protein (Tbp)-associated factor, RNA polymerase I, D","1"
"Pik3r3","18710","Pik3r3","phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55)","1"
"1500011K16Rik","67885","1500011K16Rik","RIKEN cDNA 1500011K16 gene","1"
"Neil2","382913","Neil2","nei like 2 (E. coli)","1"
"Chrdl1","83453","Chrdl1","chordin-like 1","1"
"Stk10","20868","Stk10","serine/threonine kinase 10","1"
"Rps3a1","NA","NA","NA","0"
"Ackr1","NA","NA","NA","0"
"Atxn7l2","72522","Atxn7l2","ataxin 7-like 2","1"
"Crispld2","78892","Crispld2","cysteine-rich secretory protein LCCL domain containing 2","1"
"Anxa8","11752","Anxa8","annexin A8","1"
"Capg","12332","Capg","capping protein (actin filament), gelsolin-like","1"
"Pax5","18507","Pax5","paired box gene 5","1"
"C1qtnf3","81799","C1qtnf3","C1q and tumor necrosis factor related protein 3","1"
"Arl2bp","107566","Arl2bp","ADP-ribosylation factor-like 2 binding protein","1"
"Cryab","12955","Cryab","crystallin, alpha B","1"
"Dok4","114255","Dok4","docking protein 4","1"
"Gprc5a","232431","Gprc5a","G protein-coupled receptor, family C, group 5, member A","1"
"Il18rap","16174","Il18rap","interleukin 18 receptor accessory protein","1"
"Gm10269","100040823","Gm10269","ribosomal protein L35 pseudogene","1"
"Gpr176","381413","Gpr176","G protein-coupled receptor 176","1"
"Psen2","19165","Psen2","presenilin 2","1"
"Cox19","68033","Cox19","COX19 cytochrome c oxidase assembly homolog (S. cerevisiae)","1"
"Slc43a2","215113","Slc43a2","solute carrier family 43, member 2","1"
"Smco4","NA","NA","NA","0"
"Flywch2","76917","Flywch2","FLYWCH family member 2","1"
"Bard1","12021","Bard1","BRCA1 associated RING domain 1","1"
"Psmg4","69666","Psmg4","proteasome (prosome, macropain) assembly chaperone 4","1"
"Tmem37","170706","Tmem37","transmembrane protein 37","1"
"Metrnl","210029","Metrnl","meteorin, glial cell differentiation regulator-like","1"
"Mad2l1bp","66591","Mad2l1bp","MAD2L1 binding protein","1"
"Snrnp25","78372","Snrnp25","small nuclear ribonucleoprotein 25 (U11/U12)","1"
"Pla2g7","27226","Pla2g7","phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)","1"
"Isg15","100038882","Isg15","ISG15 ubiquitin-like modifier","1"
"Ccdc148","227933","Ccdc148","coiled-coil domain containing 148","1"
"C1qtnf1","56745","C1qtnf1","C1q and tumor necrosis factor related protein 1","1"
"Bcl11a","14025","Bcl11a","B cell CLL/lymphoma 11A (zinc finger protein)","1"
"Selplg","20345","Selplg","selectin, platelet (p-selectin) ligand","1"
"Aldh3b1","67689","Aldh3b1","aldehyde dehydrogenase 3 family, member B1","1"
"2310011J03Rik","66374","2310011J03Rik","RIKEN cDNA 2310011J03 gene","1"
"Golm1","105348","Golm1","golgi membrane protein 1","1"
"Lsr","54135","Lsr","lipolysis stimulated lipoprotein receptor","1"
"C5ar1","12273","C5ar1","complement component 5a receptor 1","1"
"Fam111a","107373","Fam111a","family with sequence similarity 111, member A","1"
"Gstm7","68312","Gstm7","glutathione S-transferase, mu 7","1"
"Trappc1","245828","Trappc1","trafficking protein particle complex 1","1"
"Ntmt1","NA","NA","NA","0"
"Sdsl","257635","Sdsl","serine dehydratase-like","1"
"Serpina1c","20702","Serpina1c","serine (or cysteine) peptidase inhibitor, clade A, member 1C","1"
"Gm10320","100039665","Gm10320","predicted pseudogene 10320","1"
"Rpp25l","NA","NA","NA","0"
"Mterf1b","NA","NA","NA","0"
"Imp3","102462","Imp3","IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)","1"
"Ly6e","17069","Ly6e","lymphocyte antigen 6 complex, locus E","1"
"Itga5","16402","Itga5","integrin alpha 5 (fibronectin receptor alpha)","1"
"Hn1","15374","Hn1","hematological and neurological expressed sequence 1","1"
"Mvd","192156","Mvd","mevalonate (diphospho) decarboxylase","1"
"Arhgap30","226652","Arhgap30","Rho GTPase activating protein 30","1"
"Pmepa1","65112","Pmepa1","prostate transmembrane protein, androgen induced 1","1"
"Gpx3","14778","Gpx3","glutathione peroxidase 3","1"
"Serpina3f","238393","Serpina3f","serine (or cysteine) peptidase inhibitor, clade A, member 3F","1"
"Cd44","12505","Cd44","CD44 antigen","1"
"Thsd4","207596","Thsd4","thrombospondin, type I, domain containing 4","1"
"Ugt2b37","112417","Ugt2b37","UDP glucuronosyltransferase 2 family, polypeptide B37","1"
"Crybb3","12962","Crybb3","crystallin, beta B3","1"
"Nnmt","18113","Nnmt","nicotinamide N-methyltransferase","1"
"Cyp2u1","71519","Cyp2u1","cytochrome P450, family 2, subfamily u, polypeptide 1","1"
"Btbd8","100503185","Btbd8","BTB (POZ) domain containing 8","1"
"Tnfrsf22","79202","Tnfrsf22","tumor necrosis factor receptor superfamily, member 22","1"
"Ldhc","16833","Ldhc","lactate dehydrogenase C","1"
"Gm5423","432460","Gm5423","predicted gene 5423","1"
"Mrpl15","27395","Mrpl15","mitochondrial ribosomal protein L15","1"
"Pdgfa","18590","Pdgfa","platelet derived growth factor, alpha","1"
"Csrp3","13009","Csrp3","cysteine and glycine-rich protein 3","1"
"Baiap2","108100","Baiap2","brain-specific angiogenesis inhibitor 1-associated protein 2","1"
"Id3","15903","Id3","inhibitor of DNA binding 3","1"
"Uhrf1","18140","Uhrf1","ubiquitin-like, containing PHD and RING finger domains, 1","1"
"Fanci","208836","Fanci","Fanconi anemia, complementation group I","1"
"4930404N11Rik","432479","4930404N11Rik","RIKEN cDNA 4930404N11 gene","1"
"Tagap","72536","Tagap","T cell activation Rho GTPase activating protein","1"
"Tagln2","21346","Tagln2","transgelin 2","1"
"Polr2f","69833","Polr2f","polymerase (RNA) II (DNA directed) polypeptide F","1"
"Lppr5","NA","NA","NA","0"
"Vimp","NA","NA","NA","0"
"Fam221a","NA","NA","NA","0"
"Gja4","14612","Gja4","gap junction protein, alpha 4","1"
"Loxl4","67573","Loxl4","lysyl oxidase-like 4","1"
"Cyb561d2","56368","Cyb561d2","cytochrome b-561 domain containing 2","1"
"Oasl1","231655","Oasl1","2'-5' oligoadenylate synthetase-like 1","1"
"Serpina11","380780","Serpina11","serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11","1"
"Ska2","NA","NA","NA","0"
"Slco2a1","24059","Slco2a1","solute carrier organic anion transporter family, member 2a1","1"
"Adrb2","11555","Adrb2","adrenergic receptor, beta 2","1"
"Nrp2","18187","Nrp2","neuropilin 2","1"
"Fgr","14191","Fgr","Gardner-Rasheed feline sarcoma viral (Fgr) oncogene homolog","1"
"Slc10a6","75750","Slc10a6","solute carrier family 10 (sodium/bile acid cotransporter family), member 6","1"
"Kcne2","246133","Kcne2","potassium voltage-gated channel, Isk-related subfamily, gene 2","1"
"Zfp771","244216","Zfp771","zinc finger protein 771","1"
"Cd300ld","217305","Cd300ld","CD300 molecule-like family member d","1"
"Art2b","11872","Art2b","ADP-ribosyltransferase 2b","1"
"Aurkb","20877","Aurkb","aurora kinase B","1"
"Zfp366","238803","Zfp366","zinc finger protein 366","1"
"Uxt","22294","Uxt","ubiquitously expressed transcript","1"
"Wdfy4","545030","Wdfy4","WD repeat and FYVE domain containing 4","1"
"Gm6614","625716","Gm6614","predicted gene 6614","1"
"Shank1","243961","Shank1","SH3/ankyrin domain gene 1","1"
"Txlnb","378431","Txlnb","taxilin beta","1"
"Gzmc","14940","Gzmc","granzyme C","1"
"Uap1l1","227620","Uap1l1","UDP-N-acteylglucosamine pyrophosphorylase 1-like 1","1"
"Kazn","71529","Kazn","kazrin, periplakin interacting protein","1"
"Klf4","16600","Klf4","Kruppel-like factor 4 (gut)","1"
"Gjc2","118454","Gjc2","gap junction protein, gamma 2","1"
"Fam173a","214917","Fam173a","family with sequence similarity 173, member A","1"
"Prickle1","106042","Prickle1","prickle homolog 1 (Drosophila)","1"
"Col4a4","12829","Col4a4","collagen, type IV, alpha 4","1"
"Rnf157","217340","Rnf157","ring finger protein 157","1"
"Ctf2","244218","Ctf2","cardiotrophin 2","1"
"Fam71f2","245884","Fam71f2","family with sequence similarity 71, member F2","1"
"Pilrb1","170741","Pilrb1","paired immunoglobin-like type 2 receptor beta 1","1"
"Lrfn3","233067","Lrfn3","leucine rich repeat and fibronectin type III domain containing 3","1"
"9930111J21Rik2","245240","9930111J21Rik2","RIKEN cDNA 9930111J21 gene 2","1"
"Pik3cd","18707","Pik3cd","phosphatidylinositol 3-kinase catalytic delta polypeptide","1"
"Rgs14","51791","Rgs14","regulator of G-protein signaling 14","1"
"Dnase1l3","13421","Dnase1l3","deoxyribonuclease 1-like 3","1"
"Orai1","109305","Orai1","ORAI calcium release-activated calcium modulator 1","1"
"Hid1","NA","NA","NA","0"
"Txn2","56551","Txn2","thioredoxin 2","1"
"Adgrg1","NA","NA","NA","0"
"Ctla2a","13024","Ctla2a","cytotoxic T lymphocyte-associated protein 2 alpha","1"
"Foxj1","15223","Foxj1","forkhead box J1","1"
"Pik3cg","30955","Pik3cg","phosphoinositide-3-kinase, catalytic, gamma polypeptide","1"
"Mia","NA","NA","NA","0"
"Pin1","23988","Pin1","protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1","1"
"Exoc3l2","74463","Exoc3l2","exocyst complex component 3-like 2","1"
"Usf1","22278","Usf1","upstream transcription factor 1","1"
"1810011H11Rik","69069","1810011H11Rik","RIKEN cDNA 1810011H11 gene","1"
"Tor3a","30935","Tor3a","torsin family 3, member A","1"
"Fblim1","74202","Fblim1","filamin binding LIM protein 1","1"
"Itgam","16409","Itgam","integrin alpha M","1"
"1810037I17Rik","67704","1810037I17Rik","RIKEN cDNA 1810037I17 gene","1"
"Mcoln2","68279","Mcoln2","mucolipin 2","1"
"Pirb","NA","NA","NA","0"
"Rab27a","11891","Rab27a","RAB27A, member RAS oncogene family","1"
"Dhrs7b","216820","Dhrs7b","dehydrogenase/reductase (SDR family) member 7B","1"
"Syde1","71709","Syde1","synapse defective 1, Rho GTPase, homolog 1 (C. elegans)","1"
"Srpx2","68792","Srpx2","sushi-repeat-containing protein, X-linked 2","1"
"Mettl7a2","393082","Mettl7a2","methyltransferase like 7A2","1"
"Ccdc183","NA","NA","NA","0"
"Cdt1","67177","Cdt1","chromatin licensing and DNA replication factor 1","1"
"1110008P14Rik","73737","1110008P14Rik","RIKEN cDNA 1110008P14 gene","1"
"Meox1","17285","Meox1","mesenchyme homeobox 1","1"
"B3galt4","54218","B3galt4","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4","1"
"Dse","212898","Dse","dermatan sulfate epimerase","1"
"Ccdc106","232821","Ccdc106","coiled-coil domain containing 106","1"
"Serpina1e","20704","Serpina1e","serine (or cysteine) peptidase inhibitor, clade A, member 1E","1"
"Olfm1","56177","Olfm1","olfactomedin 1","1"
"Zfp9","22750","Zfp9","zinc finger protein 9","1"
"Batf2","74481","Batf2","basic leucine zipper transcription factor, ATF-like 2","1"
"Cd276","102657","Cd276","CD276 antigen","1"
"Nol3","78688","Nol3","nucleolar protein 3 (apoptosis repressor with CARD domain)","1"
"Anxa6","11749","Anxa6","annexin A6","1"
"Slc11a1","18173","Slc11a1","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1","1"
"Sgpp2","433323","Sgpp2","sphingosine-1-phosphate phosphotase 2","1"
"Slc16a9","66859","Slc16a9","solute carrier family 16 (monocarboxylic acid transporters), member 9","1"
"Acbd4","67131","Acbd4","acyl-Coenzyme A binding domain containing 4","1"
"Phactr1","218194","Phactr1","phosphatase and actin regulator 1","1"
"Zbtb8a","73680","Zbtb8a","zinc finger and BTB domain containing 8a","1"
"Fam174b","100038347","Fam174b","family with sequence similarity 174, member B","1"
"Vkorc1","27973","Vkorc1","vitamin K epoxide reductase complex, subunit 1","1"
"Arsg","74008","Arsg","arylsulfatase G","1"
"Hoxa3","15400","Hoxa3","homeobox A3","1"
"Adra2b","11552","Adra2b","adrenergic receptor, alpha 2b","1"
"Slc6a8","102857","Slc6a8","solute carrier family 6 (neurotransmitter transporter, creatine), member 8","1"
"Rassf2","215653","Rassf2","Ras association (RalGDS/AF-6) domain family member 2","1"
"Med6","69792","Med6","mediator of RNA polymerase II transcription, subunit 6 homolog (yeast)","1"
"Dpm3","68563","Dpm3","dolichyl-phosphate mannosyltransferase polypeptide 3","1"
"Zbtb3","75291","Zbtb3","zinc finger and BTB domain containing 3","1"
"Sgsm3","105835","Sgsm3","small G protein signaling modulator 3","1"
"Cd160","54215","Cd160","CD160 antigen","1"
"Ccdc8","434130","Ccdc8","coiled-coil domain containing 8","1"
"Aph1b","208117","Aph1b","anterior pharynx defective 1b homolog (C. elegans)","1"
"B3gnt9","NA","NA","NA","0"
"Cd86","12524","Cd86","CD86 antigen","1"
"Tnfsf12","21944","Tnfsf12","tumor necrosis factor (ligand) superfamily, member 12","1"
"Rgr","57811","Rgr","retinal G protein coupled receptor","1"
"Ckap2","80986","Ckap2","cytoskeleton associated protein 2","1"
"BC030867","217216","BC030867","cDNA sequence BC030867","1"
"Ehd2","259300","Ehd2","EH-domain containing 2","1"
"Stra13","20892","Stra13","stimulated by retinoic acid 13","1"
"Rgl1","19731","Rgl1","ral guanine nucleotide dissociation stimulator,-like 1","1"
"Adgre5","NA","NA","NA","0"
"Ndufa13","67184","Ndufa13","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13","1"
"Ankrd9","74251","Ankrd9","ankyrin repeat domain 9","1"
"Osmr","18414","Osmr","oncostatin M receptor","1"
"Ppie","56031","Ppie","peptidylprolyl isomerase E (cyclophilin E)","1"
"Itgax","16411","Itgax","integrin alpha X","1"
"Tmem240","NA","NA","NA","0"
"Gab3","210710","Gab3","growth factor receptor bound protein 2-associated protein 3","1"
"Ube2j2","140499","Ube2j2","ubiquitin-conjugating enzyme E2, J2 homolog (yeast)","1"
"Cd38","12494","Cd38","CD38 antigen","1"
"Pcolce2","76477","Pcolce2","procollagen C-endopeptidase enhancer 2","1"
"A430005L14Rik","97159","A430005L14Rik","RIKEN cDNA A430005L14 gene","1"
"Cdca7","66953","Cdca7","cell division cycle associated 7","1"
"Lcp2","16822","Lcp2","lymphocyte cytosolic protein 2","1"
"Apcs","20219","Apcs","serum amyloid P-component","1"
"Pmf1","67037","Pmf1","polyamine-modulated factor 1","1"
"Syn1","20964","Syn1","synapsin I","1"
"Fyb","23880","Fyb","FYN binding protein","1"
"Cenpp","66336","Cenpp","centromere protein P","1"
"Rab3a","19339","Rab3a","RAB3A, member RAS oncogene family","1"
"Nkd1","93960","Nkd1","naked cuticle 1 homolog (Drosophila)","1"
"A930011G23Rik","319818","A930011G23Rik","RIKEN cDNA A930011G23 gene","1"
"Tmem97","69071","Tmem97","transmembrane protein 97","1"
"Ccdc88a","108686","Ccdc88a","coiled coil domain containing 88A","1"
"Rhoh","74734","Rhoh","ras homolog gene family, member H","1"
"Soga1","NA","NA","NA","0"
"Gmppb","331026","Gmppb","GDP-mannose pyrophosphorylase B","1"
"Sap30","60406","Sap30","sin3 associated polypeptide","1"
"Krt7","110310","Krt7","keratin 7","1"
"Irak3","73914","Irak3","interleukin-1 receptor-associated kinase 3","1"
"Stmn1","16765","Stmn1","stathmin 1","1"
"Tmem208","66320","Tmem208","transmembrane protein 208","1"
"Lingo1","235402","Lingo1","leucine rich repeat and Ig domain containing 1","1"
"Far1","67420","Far1","fatty acyl CoA reductase 1","1"
"Pla2g15","192654","Pla2g15","phospholipase A2, group XV","1"
"Mblac1","330216","Mblac1","metallo-beta-lactamase domain containing 1","1"
"Plxna4","243743","Plxna4","plexin A4","1"
"Hint1","15254","Hint1","histidine triad nucleotide binding protein 1","1"
"Tfeb","21425","Tfeb","transcription factor EB","1"
"Caskin1","268932","Caskin1","CASK interacting protein 1","1"
"Dnajc12","30045","Dnajc12","DnaJ (Hsp40) homolog, subfamily C, member 12","1"
"Rbfa","68731","Rbfa","ribosome binding factor A","1"
"Faim","23873","Faim","Fas apoptotic inhibitory molecule","1"
"Fam129a","63913","Fam129a","family with sequence similarity 129, member A","1"
"Sergef","27414","Sergef","secretion regulating guanine nucleotide exchange factor","1"
"Exosc4","109075","Exosc4","exosome component 4","1"
"Slc2a3","20527","Slc2a3","solute carrier family 2 (facilitated glucose transporter), member 3","1"
"Epha7","13841","Epha7","Eph receptor A7","1"
"Cd72","12517","Cd72","CD72 antigen","1"
"Sar1a","20224","Sar1a","SAR1 gene homolog A (S. cerevisiae)","1"
"Gnat2","14686","Gnat2","guanine nucleotide binding protein, alpha transducing 2","1"
"Klk1b4","18048","Klk1b4","kallikrein 1-related pepidase b4","1"
"Galnt2","108148","Galnt2","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2","1"
"Lrrd1","NA","NA","NA","0"
"Col6a2","12834","Col6a2","collagen, type VI, alpha 2","1"
"Avpi1","69534","Avpi1","arginine vasopressin-induced 1","1"
"Cbr1","12408","Cbr1","carbonyl reductase 1","1"
"Tsen54","76265","Tsen54","tRNA splicing endonuclease 54 homolog (S. cerevisiae)","1"
"Arhgdia","192662","Arhgdia","Rho GDP dissociation inhibitor (GDI) alpha","1"
"Gm4955","240921","Gm4955","predicted gene 4955","1"
"Xxylt1","NA","NA","NA","0"
"Osbpl3","71720","Osbpl3","oxysterol binding protein-like 3","1"
"Pcp4l1","66425","Pcp4l1","Purkinje cell protein 4-like 1","1"
"Ppp1r18","76448","Ppp1r18","protein phosphatase 1, regulatory subunit 18","1"
"B4galnt1","14421","B4galnt1","beta-1,4-N-acetyl-galactosaminyl transferase 1","1"
"Zswim1","71971","Zswim1","zinc finger, SWIM domain containing 1","1"
"Amot","27494","Amot","angiomotin","1"
"Olfml3","99543","Olfml3","olfactomedin-like 3","1"
"Tfpi","21788","Tfpi","tissue factor pathway inhibitor","1"
"Dclk2","70762","Dclk2","doublecortin-like kinase 2","1"
"Nme4","56520","Nme4","non-metastatic cells 4, protein expressed in","1"
"Anxa3","11745","Anxa3","annexin A3","1"
"Slc26a2","13521","Slc26a2","solute carrier family 26 (sulfate transporter), member 2","1"
"Rabac1","14470","Rabac1","Rab acceptor 1 (prenylated)","1"
"Nalcn","338370","Nalcn","sodium leak channel, non-selective","1"
"Nxnl2","75124","Nxnl2","nucleoredoxin-like 2","1"
"Dctd","320685","Dctd","dCMP deaminase","1"
"Palm3","74337","Palm3","paralemmin 3","1"
"Csmd1","94109","Csmd1","CUB and Sushi multiple domains 1","1"
"Armc6","76813","Armc6","armadillo repeat containing 6","1"
"Sptssa","NA","NA","NA","0"
"Gm5148","381438","Gm5148","predicted gene 5148","1"
"Klk8","259277","Klk8","kallikrein related-peptidase 8","1"
"Zfp524","66056","Zfp524","zinc finger protein 524","1"
"Smad6","17130","Smad6","MAD homolog 6 (Drosophila)","1"
"Il1r2","16178","Il1r2","interleukin 1 receptor, type II","1"
"F2rl1","14063","F2rl1","coagulation factor II (thrombin) receptor-like 1","1"
"Tpx2","72119","Tpx2","TPX2, microtubule-associated protein homolog (Xenopus laevis)","1"
"Psmb8","16913","Psmb8","proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)","1"
"Pycr2","69051","Pycr2","pyrroline-5-carboxylate reductase family, member 2","1"
"Fam131c","277743","Fam131c","family with sequence similarity 131, member C","1"
"Hapln4","330790","Hapln4","hyaluronan and proteoglycan link protein 4","1"
"Fam83a","239463","Fam83a","family with sequence similarity 83, member A","1"
"Lhfpl2","218454","Lhfpl2","lipoma HMGIC fusion partner-like 2","1"
"Csf2ra","12982","Csf2ra","colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)","1"
"Spp1","20750","Spp1","secreted phosphoprotein 1","1"
"Gemin7","69731","Gemin7","gem (nuclear organelle) associated protein 7","1"
"Vmo1","327956","Vmo1","vitelline membrane outer layer 1 homolog (chicken)","1"
"Zfp57","22715","Zfp57","zinc finger protein 57","1"
"Serpina12","68054","Serpina12","serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12","1"
"Ppp1r14b","18938","Ppp1r14b","protein phosphatase 1, regulatory (inhibitor) subunit 14B","1"
"Commd5","66398","Commd5","COMM domain containing 5","1"
"Csf2rb","12983","Csf2rb","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)","1"
"Abcc1","17250","Abcc1","ATP-binding cassette, sub-family C (CFTR/MRP), member 1","1"
"Fam195a","68241","Fam195a","family with sequence similarity 195, member A","1"
"Tmem154","320782","Tmem154","transmembrane protein 154","1"
"Slc16a6","104681","Slc16a6","solute carrier family 16 (monocarboxylic acid transporters), member 6","1"
"Zfp963","620419","Zfp963","zinc finger protein 963","1"
"Ndufc2","68197","Ndufc2","NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2","1"
"Snrnp27","66618","Snrnp27","small nuclear ribonucleoprotein 27 (U4/U6.U5)","1"
"Pcolce","18542","Pcolce","procollagen C-endopeptidase enhancer protein","1"
"Nol12","97961","Nol12","nucleolar protein 12","1"
"Cers4","NA","NA","NA","0"
"Gm12185","620913","Gm12185","predicted gene 12185","1"
"Rps6ka1","20111","Rps6ka1","ribosomal protein S6 kinase polypeptide 1","1"
"Rttn","246102","Rttn","rotatin","1"
"Slc22a17","59049","Slc22a17","solute carrier family 22 (organic cation transporter), member 17","1"
"Klhl10","66720","Klhl10","kelch-like 10 (Drosophila)","1"
